name,width,length,boundary,center,separator,lane,stopline,facility,,,,,,,,,
기장대로,15.7,4100,1,1,1,4,1,0,,,,,,,,,
반룡산단로,8.4,1100,0,1,0,2,1,0,,,,,,,,,
정관로,15.3,8800,1,1,0,4,1,0,,,,,,,,,
반룡산단3로,12.3,1800,0,1,0,2,1,0,,,,,,,,,
,7.9,1200,0,1,0,2,1,0,,,,,,,,,
"해맞이길, 일광로",8.6,4700,1,1,0,4,1,0,,,,,,,,,
"장곡길, 일광로",6.5,6500,1,1,0,2,1,0,,,,,,,,,
반룡산단2로,7.6,154,0,1,0,2,1,0,,,,,,,,,
,8.8,154,0,1,0,2,1,0,,,,,,,,,
,9.3,163.4,1,1,0,3,1,0,,,,,,,,,
